Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Page_HomePage/Add Site/input_NEXT_country""), ""united states"")",Chrome 73.0.3683.86,,2019-04-02 15:38:52,2019-04-02 15:38:52,0.693s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter ZIP Code""))",Chrome 73.0.3683.86,,2019-04-02 15:38:52,2019-04-02 15:38:53,0.233s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Country_ZIP""), ""95148"")",Chrome 73.0.3683.86,,2019-04-02 15:38:53,2019-04-02 15:38:53,0.398s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Contact Name""))",Chrome 73.0.3683.86,,2019-04-02 15:38:53,2019-04-02 15:38:53,0.251s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter ZIP Code_cName""), ""Kayla"")",Chrome 73.0.3683.86,,2019-04-02 15:38:53,2019-04-02 15:38:53,0.317s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Location Phone Number""))",Chrome 73.0.3683.86,,2019-04-02 15:38:53,2019-04-02 15:38:54,0.174s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Contact Name_locationPhone""), ""(123)-456-7899"")",Chrome 73.0.3683.86,,2019-04-02 15:38:54,2019-04-02 15:38:54,0.692s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT_1""))",Chrome 73.0.3683.86,,2019-04-02 15:38:54,2019-04-02 15:38:55,0.248s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next (1)""))",Chrome 73.0.3683.86,,2019-04-02 15:38:55,2019-04-02 15:38:55,0.298s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Copy to all""))",Chrome 73.0.3683.86,,2019-04-02 15:38:55,2019-04-02 15:38:55,0.292s,PASSED
"verifyElementPresent(findTestObject(""Page_HomePage/Add Site/div_Success""), 20)",Chrome 73.0.3683.86,,2019-04-02 15:38:55,2019-04-02 15:38:55,0.228s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next_1 (1)""))",Chrome 73.0.3683.86,,2019-04-02 15:38:55,2019-04-02 15:38:56,0.271s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Finish""))",Chrome 73.0.3683.86,,2019-04-02 15:38:56,2019-04-02 15:38:56,0.191s,PASSED
"verifyElementPresent(findTestObject(""Page_HomePage/Add Site/div_Success""), 20)",Chrome 73.0.3683.86,,2019-04-02 15:38:56,2019-04-02 15:38:56,0.118s,PASSED
