Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Country_ZIP""), ""95148"")",Chrome 73.0.3683.86,,2019-04-02 14:15:04,2019-04-02 14:15:05,0.503s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Contact Name""))",Chrome 73.0.3683.86,,2019-04-02 14:15:05,2019-04-02 14:15:05,0.241s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter ZIP Code_cName""), ""Kayla"")",Chrome 73.0.3683.86,,2019-04-02 14:15:05,2019-04-02 14:15:05,0.390s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Location Phone Number""))",Chrome 73.0.3683.86,,2019-04-02 14:15:05,2019-04-02 14:15:05,0.210s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Contact Name_locationPhone""), ""(123)-456-7899"")",Chrome 73.0.3683.86,,2019-04-02 14:15:05,2019-04-02 14:15:06,0.604s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT_1""))",Chrome 73.0.3683.86,,2019-04-02 14:15:06,2019-04-02 14:15:06,0.184s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next (1)""))",Chrome 73.0.3683.86,,2019-04-02 14:15:06,2019-04-02 14:15:06,0.256s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Copy to all""))",Chrome 73.0.3683.86,,2019-04-02 14:15:06,2019-04-02 14:15:07,0.268s,PASSED
"verifyElementPresent(findTestObject(""Page_HomePage/Add Site/div_Success""), 20)",Chrome 73.0.3683.86,,2019-04-02 14:15:07,2019-04-02 14:15:07,0.157s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next_1 (1)""))",Chrome 73.0.3683.86,,2019-04-02 14:15:07,2019-04-02 14:15:07,0.284s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Finish""))",Chrome 73.0.3683.86,,2019-04-02 14:15:07,2019-04-02 14:15:07,0.207s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/div_Success""))",Chrome 73.0.3683.86,,2019-04-02 14:15:07,2019-04-02 14:15:08,0.723s,FAILED
